Species 1,Species 2,Dist,Std. Err
MG601754.1,FJ882580.1,0.1030990214,0.0125568680
KY451945.1,FJ882580.1,0.1060017428,0.0130107012
KP188564.1,FJ882580.1,0.0156250000,0.0040800595
KP188561.1,FJ882580.1,0.0176470588,0.0043358254
KP188559.1,FJ882580.1,0.0146216266,0.0039287252
KT794007.1,FJ882580.1,0.0156250000,0.0040576771
KT276273.1,FJ882580.1,0.0398002260,0.0067102187
KJ160504.1,FJ882580.1,0.0299083969,0.0056060843
KF955510.1,FJ882580.1,0.1009454296,0.0126926070
JQ513345.1,FJ882580.1,0.1062785203,0.0129082347
JQ513344.1,FJ882580.1,0.0175504934,0.0041008669
JQ513343.1,FJ882580.1,0.0125349849,0.0034305585
JQ513342.1,FJ882580.1,0.0116112957,0.0033334132
JQ513341.1,FJ882580.1,0.0076684206,0.0028302911
JQ513340.1,FJ882580.1,0.0066976968,0.0025617673
JQ513339.1,FJ882580.1,0.0145481050,0.0037544821
JQ513337.1,FJ882580.1,0.0310173377,0.0057385338
JQ513336.1,FJ882580.1,0.0320818378,0.0057901611
JQ513335.1,FJ882580.1,0.0278966781,0.0054119128
JQ513334.1,FJ882580.1,0.0300086866,0.0056599150
JQ513333.1,FJ882580.1,0.0057375412,0.0023801897
JQ513332.1,FJ882580.1,0.0086331824,0.0028960317
JQ513330.1,FJ882580.1,0.0076684206,0.0027505386
JN819409.1,FJ882580.1,0.0186640472,0.0043601631
JN819406.1,FJ882580.1,0.0076684206,0.0026305165
GQ868585.1,FJ882580.1,0.0076923077,0.0026787670
GQ868584.1,FJ882580.1,0.0136186770,0.0036682060
GQ868582.1,FJ882580.1,0.0237647698,0.0049482839
GQ868579.1,FJ882580.1,0.0216984702,0.0047224112
GQ868645.1,FJ882580.1,0.0106382979,0.0031541173
GQ868644.1,FJ882580.1,0.0096525097,0.0030361485
GQ252675.1,FJ882580.1,0.0343469819,0.0060429437
GQ199885.1,FJ882580.1,0.0217391304,0.0047307593
GQ199884.1,FJ882580.1,0.0227722772,0.0048184386
GQ199883.1,FJ882580.1,0.0217391304,0.0047035395
GQ199882.1,FJ882580.1,0.0207100592,0.0045878150
GQ199881.1,FJ882580.1,0.0227722772,0.0048061779
GQ199880.1,FJ882580.1,0.0365149924,0.0062887183
GQ199879.1,FJ882580.1,0.0354287906,0.0061875566
GQ199876.1,FJ882580.1,0.0047723776,0.0020237009
FJ882601.1,FJ882580.1,0.0237647698,0.0049237133
FJ882600.1,FJ882580.1,0.0268469847,0.0053604019
FJ882599.1,FJ882580.1,0.0278966781,0.0054614130
FJ882597.1,FJ882580.1,0.0227722772,0.0047975412
FJ882596.1,FJ882580.1,0.0238095238,0.0049557811
FJ882595.1,FJ882580.1,0.0217391304,0.0046737990
FJ882592.1,FJ882580.1,0.0038167939,0.0018521522
FJ882588.1,FJ882580.1,0.0067178503,0.0025179125
FJ882587.1,FJ882580.1,0.0057471264,0.0023199803
FJ882585.1,FJ882580.1,0.0047801147,0.0020302042
FJ882584.1,FJ882580.1,0.0047801147,0.0021344269
FJ882582.1,FJ882580.1,0.0076923077,0.0027488002
PZ049732.1,FJ850095.1,0.0767866067,0.0099541299
PX480447.1,FJ850095.1,0.0736186831,0.0099845992
PX480446.1,FJ850095.1,0.0711449548,0.0098091298
PX480445.1,FJ850095.1,0.0723791418,0.0097118973
PX480444.1,FJ850095.1,0.0699160876,0.0097625350
PX480443.1,FJ850095.1,0.0745765097,0.0102138579
PX480442.1,FJ850095.1,0.0699160876,0.0097086127
PX480441.1,FJ850095.1,0.0711449548,0.0097262371
PX480440.1,FJ850095.1,0.0723791418,0.0098263143
PX480439.1,FJ850095.1,0.0662610628,0.0094591621
PX480438.1,FJ850095.1,0.0648081837,0.0092859879
PX480437.1,FJ850095.1,0.0699160876,0.0098505763
PX683084.1,FJ850095.1,0.0786107796,0.0119796538
PX683079.1,FJ850095.1,0.0711449548,0.0097831452
PX683071.1,FJ850095.1,0.0712987013,0.0098008401
PX683067.1,FJ850095.1,0.0769611685,0.0118049906
PX492106.1,FJ850095.1,0.0176144421,0.0041599137
PX368925.1,FJ850095.1,0.0745765097,0.0100785722
PX297388.1,FJ850095.1,0.0342839037,0.0062033337
PV789651.1,FJ850095.1,0.1066288973,0.0127554664
PV344375.1,FJ850095.1,0.0686925058,0.0093857342
PV344355.1,FJ850095.1,0.1017507481,0.0121741411
PV344354.1,FJ850095.1,0.1004085481,0.0120832206
PP128486.1,FJ850095.1,0.0517301121,0.0080327755
PV138436.1,FJ850095.1,0.1050178540,0.0125960910
PQ667806.1,FJ850095.1,0.0176144421,0.0040964488
PQ555702.1,FJ850095.1,0.0589787298,0.0087763286
PP586203.1,FJ850095.1,0.0956362690,0.0116018122
PQ357326.1,FJ850095.1,0.0848539858,0.0106164942
ON799403.1,FJ850095.1,0.0971445292,0.0118071278
ON799402.1,FJ850095.1,0.0987725349,0.0122175804
ON123668.1,FJ850095.1,0.1011312217,0.0123695455
OL314747.1,FJ850095.1,0.0769275982,0.0102968069
OL314746.1,FJ850095.1,0.0673449701,0.0095173206
OL314745.1,FJ850095.1,0.0733369684,0.0100245448
OL314744.1,FJ850095.1,0.0733369684,0.0101053638
OL314743.1,FJ850095.1,0.0756799596,0.0102873059
OL314742.1,FJ850095.1,0.0649291050,0.0092891970
OL314741.1,FJ850095.1,0.0744377280,0.0101779285
OL314740.1,FJ850095.1,0.0795889221,0.0102817623
OL314739.1,FJ850095.1,0.0732008682,0.0100681240
OL314738.1,FJ850095.1,0.0719693454,0.0099445627
OL314737.1,FJ850095.1,0.0684320021,0.0096653571
OL314736.1,FJ850095.1,0.0648081837,0.0093526976
OL314735.1,FJ850095.1,0.0696503324,0.0097069087
OP411002.1,FJ850095.1,0.0697816392,0.0097514353
OP411001.1,FJ850095.1,0.0602726042,0.0088626642
OP411000.1,FJ850095.1,0.1050178540,0.0125816630
OP410999.1,FJ850095.1,0.0590901052,0.0087353077
ON908246.1,FJ850095.1,0.0923262179,0.0115641314
ON908242.1,FJ850095.1,0.0994208494,0.0120848798
ON908241.1,FJ850095.1,0.0967545059,0.0118596428
ON908240.1,FJ850095.1,0.0975760771,0.0118144376
ON908239.1,FJ850095.1,0.0734762421,0.0099287746
MZ215848.1,FJ850095.1,0.3809164149,0.0321565745
OK469362.1,FJ850095.1,0.0496262393,0.0077241493
OK469361.1,FJ850095.1,0.0486684127,0.0076481409
OK469360.1,FJ850095.1,0.0226897008,0.0047089486
OK469359.1,FJ850095.1,0.0206762468,0.0044775640
OK469358.1,FJ850095.1,0.0804081055,0.0106558259
OK605771.1,FJ850095.1,0.0937872274,0.0117566306
OK605770.1,FJ850095.1,0.0106193108,0.0032749638
OK605769.1,FJ850095.1,0.0804081055,0.0104608241
OK605767.1,FJ850095.1,0.0310710523,0.0058217167
MW192825.1,FJ850095.1,0.1048262548,0.0125576888
MW793460.1,FJ850095.1,0.0268469847,0.0053636678
MW793459.1,FJ850095.1,0.0278493092,0.0054368755
MN192436.1,FJ850095.1,0.0290029118,0.0055827724
MN018398.1,FJ850095.1,0.1061215647,0.0125333459
MN018397.1,FJ850095.1,0.1002364389,0.0120616317
MN018396.1,FJ850095.1,0.0763829308,0.0102259544
MN018395.1,FJ850095.1,0.1004085481,0.0121942571
MN018394.1,FJ850095.1,0.1223715220,0.0138410653
MN018393.1,FJ850095.1,0.0732008682,0.0099517111
MN018392.1,FJ850095.1,0.1039201110,0.0125338972
MN018391.1,FJ850095.1,0.0965845465,0.0120029801
MN018390.1,FJ850095.1,0.0913346872,0.0111392014
MH891769.1,FJ850095.1,0.1063877117,0.0126158533
NC 002640.1,FJ850095.1,0.0196484246,0.0044061898
MK514144.1,FJ850095.1,0.0207100592,0.0045819062
MK506266.1,FJ850095.1,0.0755416760,0.0098672575
MH823210.1,FJ850095.1,0.0732008682,0.0097458726
MH888334.1,FJ850095.1,0.0637288909,0.0088722682
MG601754.1,FJ850095.1,0.0937872274,0.0115359014
KY451945.1,FJ850095.1,0.0965845465,0.0119419735
KP188564.1,FJ850095.1,0.0227722772,0.0049377090
KP188561.1,FJ850095.1,0.0248508946,0.0050272419
KP188559.1,FJ850095.1,0.0217413584,0.0047274063
KT794007.1,FJ850095.1,0.0227722772,0.0048843593
KT276273.1,FJ850095.1,0.0300631496,0.0057007369
KJ160504.1,FJ850095.1,0.0205724441,0.0045121170
KF955510.1,FJ850095.1,0.0916545037,0.0114767451
JQ513345.1,FJ850095.1,0.0969457880,0.0116852940
JQ513344.1,FJ850095.1,0.0247050661,0.0049414260
JQ513343.1,FJ850095.1,0.0195301161,0.0043186353
JQ513342.1,FJ850095.1,0.0186341098,0.0042285526
JQ513341.1,FJ850095.1,0.0155704534,0.0039394433
JQ513340.1,FJ850095.1,0.0145692474,0.0037500654
JQ513339.1,FJ850095.1,0.0216256158,0.0046662715
JQ513337.1,FJ850095.1,0.0216256158,0.0046970176
JQ513336.1,FJ850095.1,0.0226526583,0.0048093303
JQ513335.1,FJ850095.1,0.0185976292,0.0043248161
JQ513334.1,FJ850095.1,0.0206356097,0.0045702390
JQ513333.1,FJ850095.1,0.0135939168,0.0036383178
JQ513332.1,FJ850095.1,0.0165505226,0.0040361555
JQ513330.1,FJ850095.1,0.0155704534,0.0038796158
JN819409.1,FJ850095.1,0.0096525097,0.0030843703
JN819406.1,FJ850095.1,0.0145692474,0.0036916891
GQ868585.1,FJ850095.1,0.0146198830,0.0037157806
GQ868584.1,FJ850095.1,0.0067178503,0.0025576745
GQ868582.1,FJ850095.1,0.0145931759,0.0038208564
GQ868579.1,FJ850095.1,0.0125985346,0.0035531494
GQ868645.1,FJ850095.1,0.0176470588,0.0041575624
GQ868644.1,FJ850095.1,0.0166340509,0.0040257605
GQ252675.1,FJ850095.1,0.0227295762,0.0046279930
GQ199885.1,FJ850095.1,0.0126213592,0.0036122110
GQ199884.1,FJ850095.1,0.0136186770,0.0036911333
GQ199883.1,FJ850095.1,0.0126213592,0.0035850574
GQ199882.1,FJ850095.1,0.0116279070,0.0034384617
GQ199881.1,FJ850095.1,0.0136186770,0.0037122107
GQ199880.1,FJ850095.1,0.0248040755,0.0048699179
GQ199879.1,FJ850095.1,0.0237647698,0.0047809995
GQ199876.1,FJ850095.1,0.0116070067,0.0032984480
FJ882601.1,FJ850095.1,0.0166034156,0.0041005044
FJ882600.1,FJ850095.1,0.0175846212,0.0042539512
FJ882599.1,FJ850095.1,0.0185976292,0.0044577832
FJ882597.1,FJ850095.1,0.0136186770,0.0037349771
FJ882596.1,FJ850095.1,0.0146198830,0.0038819075
FJ882595.1,FJ850095.1,0.0126213592,0.0035714231
FJ882592.1,FJ850095.1,0.0106382979,0.0032118951
FJ882588.1,FJ850095.1,0.0136186770,0.0036576545
FJ882587.1,FJ850095.1,0.0146198830,0.0036981839
FJ882585.1,FJ850095.1,0.0096525097,0.0030394312
FJ882584.1,FJ850095.1,0.0116279070,0.0033799589
FJ882582.1,FJ850095.1,0.0126213592,0.0034870787
FJ882580.1,FJ850095.1,0.0126213592,0.0034507115
PZ049732.1,FJ850059.1,0.0740405383,0.0099390023
PX480447.1,FJ850059.1,0.0672188895,0.0094950742
PX480446.1,FJ850059.1,0.0648081837,0.0093444493
PX480445.1,FJ850059.1,0.0660109610,0.0091959931
PX480444.1,FJ850059.1,0.0636105246,0.0092758811
PX480443.1,FJ850059.1,0.0730679477,0.0100725412
PX480442.1,FJ850059.1,0.0660109610,0.0094211195
PX480441.1,FJ850059.1,0.0672188895,0.0094259199
PX480440.1,FJ850059.1,0.0660109610,0.0093414911
PX480439.1,FJ850059.1,0.0588704223,0.0087689215
PX480438.1,FJ850059.1,0.0657733500,0.0094395310
PX480437.1,FJ850059.1,0.0624179511,0.0091810668
PX683084.1,FJ850059.1,0.0765803397,0.0117182327
PX683079.1,FJ850059.1,0.0696503324,0.0097146273
PX683071.1,FJ850059.1,0.0697999769,0.0097318261
PX683067.1,FJ850059.1,0.0749494475,0.0115775345
PX492106.1,FJ850059.1,0.0145481050,0.0037775455
PX368925.1,FJ850059.1,0.0730679477,0.0101050025
PX297388.1,FJ850059.1,0.0320288789,0.0059520266
PV789651.1,FJ850059.1,0.1117455969,0.0131622417
PV344375.1,FJ850059.1,0.0648081837,0.0091641585
PV344355.1,FJ850059.1,0.1068093385,0.0125225343
PV344354.1,FJ850059.1,0.1054487943,0.0124199868
PP128486.1,FJ850059.1,0.0481760508,0.0076293723
PV138436.1,FJ850059.1,0.1073716005,0.0127067058
PQ667806.1,FJ850059.1,0.0145481050,0.0038846318
PQ555702.1,FJ850059.1,0.0552696385,0.0086061559
PP586203.1,FJ850059.1,0.0979607861,0.0117883486
PQ357326.1,FJ850059.1,0.0807033104,0.0104244614
ON799403.1,FJ850059.1,0.0994669996,0.0118668791
ON799402.1,FJ850059.1,0.1011030117,0.0123323271
ON123668.1,FJ850059.1,0.1034657106,0.0124406951
OL314747.1,FJ850059.1,0.0704910411,0.0097863833
OL314746.1,FJ850059.1,0.0658905910,0.0093021613
OL314745.1,FJ850059.1,0.0693971684,0.0096798098
OL314744.1,FJ850059.1,0.0693971684,0.0097413194
OL314743.1,FJ850059.1,0.0717119930,0.0098981435
OL314742.1,FJ850059.1,0.0611202161,0.0089424822
OL314741.1,FJ850059.1,0.0704910411,0.0097907216
OL314740.1,FJ850059.1,0.0730679477,0.0096819126
OL314739.1,FJ850059.1,0.0717119930,0.0099006935
OL314738.1,FJ850059.1,0.0656592446,0.0094089857
OL314737.1,FJ850059.1,0.0621955971,0.0091395334
OL314736.1,FJ850059.1,0.0586630369,0.0088296342
OL314735.1,FJ850059.1,0.0633831174,0.0092052918
OP411002.1,FJ850059.1,0.0658905910,0.0094323674
OP411001.1,FJ850059.1,0.0612304308,0.0088184975
OP411000.1,FJ850059.1,0.1073716005,0.0126658675
OP410999.1,FJ850059.1,0.0553675164,0.0085950590
ON908246.1,FJ850059.1,0.0999025341,0.0119685954
ON908242.1,FJ850059.1,0.1004085481,0.0123449002
ON908241.1,FJ850059.1,0.0977422046,0.0121124781
ON908240.1,FJ850059.1,0.1052714364,0.0123039326
ON908239.1,FJ850059.1,0.0695221734,0.0096824593
MZ215848.1,FJ850059.1,0.3802061036,0.0318205470
OK469362.1,FJ850059.1,0.0460834398,0.0072889811
OK469361.1,FJ850059.1,0.0451182735,0.0072768044
OK469360.1,FJ850059.1,0.0195554558,0.0043836738
OK469359.1,FJ850059.1,0.0175676232,0.0042005921
OK469358.1,FJ850059.1,0.0839181361,0.0110914273
OK605771.1,FJ850059.1,0.0947826125,0.0119374026
OK605770.1,FJ850059.1,0.0175576037,0.0041191334
OK605769.1,FJ850059.1,0.0813844404,0.0105915411
OK605767.1,FJ850059.1,0.0299083969,0.0056915914
MW192825.1,FJ850059.1,0.1044534093,0.0125137394
MW793460.1,FJ850059.1,0.0257179208,0.0052258053
MW793459.1,FJ850059.1,0.0267197495,0.0053083639
MN192436.1,FJ850059.1,0.0278493092,0.0055761151
MN018398.1,FJ850059.1,0.1057486306,0.0124931964
MN018397.1,FJ850059.1,0.1025748795,0.0120645080
MN018396.1,FJ850059.1,0.0712355476,0.0098450081
MN018395.1,FJ850059.1,0.0987375896,0.0121183369
MN018394.1,FJ850059.1,0.1233985675,0.0140846914
MN018393.1,FJ850059.1,0.0729382132,0.0099324004
MN018392.1,FJ850059.1,0.1049271949,0.0127704235
MN018391.1,FJ850059.1,0.1015756176,0.0123601330
MN018390.1,FJ850059.1,0.0949394422,0.0114794376
MH891769.1,FJ850059.1,0.1087477204,0.0127035099
NC 002640.1,FJ850059.1,0.0165505226,0.0040640504
MK514144.1,FJ850059.1,0.0300086866,0.0055518974
MK506266.1,FJ850059.1,0.0728116711,0.0098427161
MH823210.1,FJ850059.1,0.0692753239,0.0094734671
MH888334.1,FJ850059.1,0.0599402158,0.0086888948
MG601754.1,FJ850059.1,0.0987375896,0.0119109889
KY451945.1,FJ850059.1,0.0989032722,0.0121029796
KP188564.1,FJ850059.1,0.0321376931,0.0058863559
KP188561.1,FJ850059.1,0.0342839037,0.0059998366
KP188559.1,FJ850059.1,0.0310795389,0.0056827087
KT794007.1,FJ850059.1,0.0321376931,0.0057953260
KT276273.1,FJ850059.1,0.0289010989,0.0056334131
KJ160504.1,FJ850059.1,0.0174934463,0.0042744193
KF955510.1,FJ850059.1,0.0926383925,0.0117291430
JQ513345.1,FJ850059.1,0.0979607861,0.0119572822
JQ513344.1,FJ850059.1,0.0319635801,0.0056201149
JQ513343.1,FJ850059.1,0.0266493117,0.0051363811
JQ513342.1,FJ850059.1,0.0257689047,0.0050604982
JQ513341.1,FJ850059.1,0.0226184561,0.0048192248
JQ513340.1,FJ850059.1,0.0215934363,0.0046069533
JQ513339.1,FJ850059.1,0.0288107951,0.0053827083
JQ513337.1,FJ850059.1,0.0185190896,0.0044196999
JQ513336.1,FJ850059.1,0.0195301161,0.0045445312
JQ513335.1,FJ850059.1,0.0155270740,0.0040833193
JQ513334.1,FJ850059.1,0.0175333969,0.0043613172
JQ513333.1,FJ850059.1,0.0206026127,0.0044989859
JQ513332.1,FJ850059.1,0.0236141442,0.0049118727
JQ513330.1,FJ850059.1,0.0226184561,0.0047924848
JN819409.1,FJ850059.1,0.0125784773,0.0036081512
JN819406.1,FJ850059.1,0.0236475274,0.0047708540
GQ868585.1,FJ850059.1,0.0237228476,0.0048131358
GQ868584.1,FJ850059.1,0.0155704534,0.0038856406
GQ868582.1,FJ850059.1,0.0155473640,0.0040015261
GQ868579.1,FJ850059.1,0.0135527227,0.0037174547
GQ868645.1,FJ850059.1,0.0268469847,0.0051573961
GQ868644.1,FJ850059.1,0.0258014650,0.0050477345
GQ252675.1,FJ850059.1,0.0236837643,0.0048502015
GQ199885.1,FJ850059.1,0.0096210906,0.0032026293
GQ199884.1,FJ850059.1,0.0106030800,0.0033958737
GQ199883.1,FJ850059.1,0.0096210906,0.0032064854
GQ199882.1,FJ850059.1,0.0086428780,0.0030085439
GQ199881.1,FJ850059.1,0.0106030800,0.0033728402
GQ199880.1,FJ850059.1,0.0257582636,0.0051047005
GQ199879.1,FJ850059.1,0.0247189579,0.0050040770
GQ199876.1,FJ850059.1,0.0206026127,0.0044586449
FJ882601.1,FJ850059.1,0.0135527227,0.0038901919
FJ882600.1,FJ850059.1,0.0145297562,0.0039252962
FJ882599.1,FJ850059.1,0.0155270740,0.0040518970
FJ882597.1,FJ850059.1,0.0106030800,0.0033182461
FJ882596.1,FJ850059.1,0.0115888682,0.0034005876
FJ882595.1,FJ850059.1,0.0096210906,0.0031370207
FJ882592.1,FJ850059.1,0.0196146175,0.0043412705
FJ882588.1,FJ850059.1,0.0226897008,0.0047239516
FJ882587.1,FJ850059.1,0.0237228476,0.0048288513
FJ882585.1,FJ850059.1,0.0206356097,0.0044945420
FJ882584.1,FJ850059.1,0.0185976292,0.0042529665
FJ882582.1,FJ850059.1,0.0216606295,0.0045499192
FJ882580.1,FJ850059.1,0.0216606295,0.0046101572
FJ850095.1,FJ850059.1,0.0145692474,0.0037680443
PZ049732.1,FJ850057.1,0.0769275982,0.0100339469
PX480447.1,FJ850057.1,0.0712851941,0.0096252434
PX480446.1,FJ850057.1,0.0688274511,0.0094828171
PX480445.1,FJ850057.1,0.0725220539,0.0097084901
PX480444.1,FJ850057.1,0.0676064993,0.0094284015
PX480443.1,FJ850057.1,0.0697816392,0.0097269838
PX480442.1,FJ850057.1,0.0676064993,0.0094068972
PX480441.1,FJ850057.1,0.0688274511,0.0093465965
PX480440.1,FJ850057.1,0.0700536713,0.0095250530
PX480439.1,FJ850057.1,0.0663907820,0.0092847163
PX480438.1,FJ850057.1,0.0625337787,0.0089945539
PX480437.1,FJ850057.1,0.0700536713,0.0096758373
PX683084.1,FJ850057.1,0.0755149005,0.0115928695
PX683079.1,FJ850057.1,0.0688274511,0.0096515787
PX683071.1,FJ850057.1,0.0689758245,0.0096684986
PX683067.1,FJ850057.1,0.0738793585,0.0114209933
PX492106.1,FJ850057.1,0.0136186770,0.0036177269
PX368925.1,FJ850057.1,0.0747184737,0.0100229853
PX297388.1,FJ850057.1,0.0321964377,0.0058774307
PV789651.1,FJ850057.1,0.1081760811,0.0128900136
PV344375.1,FJ850057.1,0.0688274511,0.0093357641
PV344355.1,FJ850057.1,0.1060017428,0.0124457514
PV344354.1,FJ850057.1,0.1046381047,0.0123676964
PP128486.1,FJ850057.1,0.0495403164,0.0076674073
PV138436.1,FJ850057.1,0.1079651470,0.0128327887
PQ667806.1,FJ850057.1,0.0176470588,0.0041741725
PQ555702.1,FJ850057.1,0.0590901052,0.0088070519
PP586203.1,FJ850057.1,0.0997407511,0.0119447636
PQ357326.1,FJ850057.1,0.0798979388,0.0103144548
ON799403.1,FJ850057.1,0.1000074107,0.0119415044
ON799402.1,FJ850057.1,0.1016640782,0.0124114757
ON123668.1,FJ850057.1,0.1040415190,0.0125688957
OL314747.1,FJ850057.1,0.0745765097,0.0100541818
OL314746.1,FJ850057.1,0.0674741755,0.0094687524
OL314745.1,FJ850057.1,0.0734762421,0.0100169942
OL314744.1,FJ850057.1,0.0734762421,0.0101108396
OL314743.1,FJ850057.1,0.0758214404,0.0102178294
OL314742.1,FJ850057.1,0.0650531344,0.0092142816
OL314741.1,FJ850057.1,0.0745765097,0.0101629962
OL314740.1,FJ850057.1,0.0722393822,0.0096817700
OL314739.1,FJ850057.1,0.0733369684,0.0100542265
OL314738.1,FJ850057.1,0.0721027814,0.0098658240
OL314737.1,FJ850057.1,0.0685606874,0.0095870287
OL314736.1,FJ850057.1,0.0649291050,0.0093074492
OL314735.1,FJ850057.1,0.0697816392,0.0096373778
OP411002.1,FJ850057.1,0.0699160876,0.0096779872
OP411001.1,FJ850057.1,0.0580245417,0.0086938416
OP411000.1,FJ850057.1,0.1079651470,0.0128194734
OP410999.1,FJ850057.1,0.0615795905,0.0090122003
ON908246.1,FJ850057.1,0.0964179803,0.0118551908
ON908242.1,FJ850057.1,0.0942793942,0.0117655747
ON908241.1,FJ850057.1,0.0942793942,0.0118459434
ON908240.1,FJ850057.1,0.1017507481,0.0121182347
ON908239.1,FJ850057.1,0.0761139690,0.0101385530
MZ215848.1,FJ850057.1,0.3837076633,0.0321281700
OK469362.1,FJ850057.1,0.0474471857,0.0073340148
OK469361.1,FJ850057.1,0.0464929976,0.0072822000
OK469360.1,FJ850057.1,0.0186294373,0.0043052152
OK469359.1,FJ850057.1,0.0166359120,0.0040896882
OK469358.1,FJ850057.1,0.0805540884,0.0105504441
OK605771.1,FJ850057.1,0.0913346872,0.0114839832
OK605770.1,FJ850057.1,0.0310710523,0.0058629693
OK605769.1,FJ850057.1,0.0843713606,0.0107154879
OK605767.1,FJ850057.1,0.0268951211,0.0051714351
MW192825.1,FJ850057.1,0.1077638315,0.0129075722
MW793460.1,FJ850057.1,0.0248040755,0.0050103668
MW793459.1,FJ850057.1,0.0258014650,0.0051190006
MN192436.1,FJ850057.1,0.0419341769,0.0067339425
MN018398.1,FJ850057.1,0.1035823367,0.0121746868
MN018397.1,FJ850057.1,0.1017507481,0.0122406732
MN018396.1,FJ850057.1,0.0752747253,0.0100866364
MN018395.1,FJ850057.1,0.1005840869,0.0120985063
MN018394.1,FJ850057.1,0.1197366479,0.0136518718
MN018393.1,FJ850057.1,0.0696503324,0.0095170430
MN018392.1,FJ850057.1,0.1014039331,0.0123496817
MN018391.1,FJ850057.1,0.0994208494,0.0121203224
MN018390.1,FJ850057.1,0.0980846818,0.0118206468
MH891769.1,FJ850057.1,0.1093507410,0.0129433190
NC 002640.1,FJ850057.1,0.0156250000,0.0039258637
MK514144.1,FJ850057.1,0.0442436933,0.0070384337
MK506266.1,FJ850057.1,0.0756799596,0.0099075901
MH823210.1,FJ850057.1,0.0684320021,0.0093014216
MH888334.1,FJ850057.1,0.0638503571,0.0090131172
MG601754.1,FJ850057.1,0.0979117415,0.0118664359
KY451945.1,FJ850057.1,0.0967545059,0.0118792677
KP188564.1,FJ850057.1,0.0464929976,0.0073252672
KP188561.1,FJ850057.1,0.0487609877,0.0074513804
KP188559.1,FJ850057.1,0.0453738686,0.0071704761
KT794007.1,FJ850057.1,0.0464929976,0.0072661580
KT276273.1,FJ850057.1,0.0430450262,0.0068030647
KJ160504.1,FJ850057.1,0.0206026127,0.0045203377
KF955510.1,FJ850057.1,0.0892120075,0.0111720446
JQ513345.1,FJ850057.1,0.0944791667,0.0114978434
JQ513344.1,FJ850057.1,0.0484585971,0.0071933231
JQ513343.1,FJ850057.1,0.0427508638,0.0067157762
JQ513342.1,FJ850057.1,0.0419441182,0.0067341322
JQ513341.1,FJ850057.1,0.0363829787,0.0062688412
JQ513340.1,FJ850057.1,0.0353011700,0.0062028406
JQ513339.1,FJ850057.1,0.0451182735,0.0070083679
JQ513337.1,FJ850057.1,0.0299083969,0.0053812274
JQ513336.1,FJ850057.1,0.0309665132,0.0055665424
JQ513335.1,FJ850057.1,0.0268017058,0.0050940999
JQ513334.1,FJ850057.1,0.0289010989,0.0053318375
JQ513333.1,FJ850057.1,0.0342839037,0.0061003308
JQ513332.1,FJ850057.1,0.0374053544,0.0063663709
JQ513330.1,FJ850057.1,0.0363829787,0.0062629655
JN819409.1,FJ850057.1,0.0237647698,0.0049195132
JN819406.1,FJ850057.1,0.0374691806,0.0064076723
GQ868585.1,FJ850057.1,0.0376056142,0.0062596462
GQ868584.1,FJ850057.1,0.0268951211,0.0053782213
GQ868582.1,FJ850057.1,0.0268469847,0.0052322026
GQ868579.1,FJ850057.1,0.0268469847,0.0052843061
GQ868645.1,FJ850057.1,0.0409042707,0.0065865484
GQ868644.1,FJ850057.1,0.0398002260,0.0065162967
GQ252675.1,FJ850057.1,0.0009487666,0.0009505500
GQ199885.1,FJ850057.1,0.0227295762,0.0047122525
GQ199884.1,FJ850057.1,0.0237647698,0.0047741802
GQ199883.1,FJ850057.1,0.0227295762,0.0047086125
GQ199882.1,FJ850057.1,0.0216984702,0.0045884030
GQ199881.1,FJ850057.1,0.0237647698,0.0048554984
GQ199880.1,FJ850057.1,0.0028571429,0.0016402452
GQ199879.1,FJ850057.1,0.0019011407,0.0013168491
GQ199876.1,FJ850057.1,0.0342839037,0.0060234665
FJ882601.1,FJ850057.1,0.0268469847,0.0051419362
FJ882600.1,FJ850057.1,0.0258475176,0.0051696657
FJ882599.1,FJ850057.1,0.0289010989,0.0053587314
FJ882597.1,FJ850057.1,0.0237647698,0.0048200255
FJ882596.1,FJ850057.1,0.0248040755,0.0048894023
FJ882595.1,FJ850057.1,0.0227295762,0.0046780511
FJ882592.1,FJ850057.1,0.0332695397,0.0059939794
FJ882588.1,FJ850057.1,0.0365149924,0.0062417469
FJ882587.1,FJ850057.1,0.0376056142,0.0063150898
FJ882585.1,FJ850057.1,0.0321964377,0.0058216367
FJ882584.1,FJ850057.1,0.0321964377,0.0059285828
FJ882582.1,FJ850057.1,0.0354287906,0.0060709774
FJ882580.1,FJ850057.1,0.0354287906,0.0062036304
FJ850095.1,FJ850057.1,0.0237647698,0.0047780913
FJ850059.1,FJ850057.1,0.0247189579,0.0050152178
PZ049732.1,FJ639773.1,0.0816721782,0.0105396566
PX480447.1,FJ639773.1,0.0734762421,0.0100348814
PX480446.1,FJ639773.1,0.0710078595,0.0098380888
PX480445.1,FJ639773.1,0.0697816392,0.0095301898
PX480444.1,FJ639773.1,0.0697816392,0.0097738979
PX480443.1,FJ639773.1,0.0744377280,0.0101702647
PX480442.1,FJ639773.1,0.0697816392,0.0097208393
PX480441.1,FJ639773.1,0.0710078595,0.0097381655
PX480440.1,FJ639773.1,0.0722393822,0.0097669317
PX480439.1,FJ639773.1,0.0661344538,0.0094698353
PX480438.1,FJ639773.1,0.0646903769,0.0092493092
PX480437.1,FJ639773.1,0.0697816392,0.0098677516
